TID,Item
T412,bottled water
T412,bottled beer
T413,citrus fruit
T413,tropical fruit
T413,onions
T413,other vegetables
T413,shopping bags
T414,sausage
T414,ham
T414,hamburger meat
T414,whole milk
T414,soda
T414,softener
T414,newspapers
T415,domestic eggs
T415,rolls
T415,buns
T415,specialty bar
T415,napkins
T416,pork
T416,citrus fruit
T416,tropical fruit
T416,root vegetables
T416,other vegetables
T416,curd
T416,hygiene articles
T417,specialty cheese
T417,frozen vegetables
T417,coffee
T417,soda
T417,fruit
T417,vegetable juice
T417,salty snack
T418,pork
T418,citrus fruit
T418,pip fruit
T418,yogurt
T418,fruit
T418,vegetable juice
T418,sparkling wine
T419,beef
T419,berries
T419,whipped
T419,sour cream
T419,domestic eggs
T419,rolls
T419,buns
T420,other vegetables
T420,pet care
T421,chicken
T421,yogurt
T421,sliced cheese
T421,rolls
T421,buns
T421,chewing gum
T421,dishes
T422,soda
T422,chewing gum
T423,whole milk
T424,rolls
T424,buns
T425,bottled beer
T426,root vegetables
T426,pastry
T426,bottled water
T426,male cosmetics
T427,pastry
T428,berries
T428,pet care
T428,cake bar
T428,shopping bags
T429,citrus fruit
T429,tropical fruit
T429,root vegetables
T429,yogurt
T429,canned vegetables
T429,bottled water
T429,soda
T429,softener
T430,whole milk
T430,oil
T430,canned fruit
T430,fruit
T430,vegetable juice
T431,soda
T431,misc. beverages
T432,bottled water
T432,soda
T433,tropical fruit
T433,other vegetables
T433,rolls
T433,buns
T434,salty snack
T435,bottled water
T435,canned beer
T436,chocolate
T437,citrus fruit
T437,UHT-milk
T437,cream cheese 
T437,frozen vegetables
T438,bottled water
T438,canned beer
T438,male cosmetics
T439,onions
T439,other vegetables
T439,pastry
T439,bottled water
T439,soda
T439,napkins
T440,dessert
T440,oil
T440,cat food
T440,soda
T441,beef
T441,other vegetables
T441,whole milk
T441,frozen potato products
T441,rolls
T441,buns
T441,oil
T441,margarine
T441,coffee
T441,dental care
T441,hygiene articles
T441,newspapers
T442,rolls
T442,buns
T442,zwieback
T442,bottled water
T442,misc. beverages
T442,bottled beer
T442,canned beer
T442,brandy
T443,beef
T443,tropical fruit
T443,root vegetables
T443,onions
T443,other vegetables
T443,instant coffee
T443,soda
T444,soda
T445,coffee
T445,hygiene articles
T446,rolls
T446,buns
T446,brown bread
T446,bottled water
T447,pork
T447,beef
T447,hamburger meat
T447,other vegetables
T447,whole milk
T447,frozen vegetables
T447,rolls
T447,buns
T447,margarine
T447,shopping bags
T448,soda
T448,canned beer
T448,liquor (appetizer)
T448,hygiene articles
T448,napkins
T448,newspapers
T449,sausage
T449,ham
T449,other vegetables
T449,ice cream
T449,white bread
T450,beef
T450,root vegetables
T450,other vegetables
T450,rolls
T450,buns
T450,sugar
T451,whole milk
T451,butter
T451,bottled water
T451,bottled beer
T452,pork
T452,ice cream
T452,hygiene articles
T452,house keeping products
T453,berries
T453,packaged fruit
T453,vegetables
T453,whole milk
T453,ice cream
T453,fruit
T453,vegetable juice
T453,salty snack
T453,specialty bar
T454,sausage
T454,other vegetables
T454,curd
T454,yogurt
T454,whipped
T454,sour cream
T454,frozen vegetables
T454,rolls
T454,buns
T454,roll products 
T455,bottled water
T455,misc. beverages
T455,cling film
T455,bags
T456,tropical fruit
T456,other vegetables
T456,packaged fruit
T456,vegetables
T456,whole milk
T456,hard cheese
T456,frozen dessert
T456,rice
T456,bottled water
T457,herbs
T457,bottled water
T458,yogurt
T458,rolls
T458,buns
T459,Instant food products
T460,specialty chocolate
T461,coffee
T462,bottled beer
T462,liquor
T463,beef
T463,root vegetables
T464,whole milk
T464,honey
T464,waffles
T465,frankfurter
T465,rolls
T465,buns
T465,pastry
T465,snack products
T465,specialty bar
T466,frankfurter
T466,sausage
T466,liver loaf
T466,root vegetables
T466,curd
T466,frozen vegetables
T466,rolls
T466,buns
T466,semi-finished bread
T466,hygiene articles
T466,photo
T466,film
T467,other vegetables
T467,whole milk
T467,cream cheese 
T468,frankfurter
T468,root vegetables
T468,pickled vegetables
T468,soda
T468,seasonal products
T469,whole milk
T469,rolls
T469,buns
T469,newspapers
T470,frankfurter
T470,margarine
T470,dental care
T471,other vegetables
T471,salty snack
T472,bottled water
T472,shopping bags
T473,pork
T473,onions
T473,whole milk
T473,butter
T473,rolls
T473,buns
T473,pastry
T473,rum
T473,hygiene articles
T474,bottled water
T475,other vegetables
T475,whipped
T475,sour cream
T475,specialty cheese
T475,domestic eggs
T476,hamburger meat
T476,whole milk
T476,curd
T476,pasta
T476,canned beer
T477,hamburger meat
T477,citrus fruit
T477,other vegetables
T478,shopping bags
T479,whole milk
T479,cream cheese 
T479,soda
T479,fruit
T479,vegetable juice
T480,ice cream
T481,pastry
T481,bottled water
T482,ham
T482,pip fruit
T482,whole milk
T482,curd
T482,dessert
T482,butter milk
T482,whipped
T482,sour cream
T482,sliced cheese
T482,cream cheese 
T482,white bread
T482,coffee
T482,long life bakery product
T482,chocolate
T482,baby cosmetics
T483,frankfurter
T483,soda
T484,sausage
T484,turkey
T484,beef
T484,root vegetables
T484,domestic eggs
T484,rolls
T484,buns
T484,flour
T484,rice
T484,organic products
T484,misc. beverages
T484,napkins
T485,bottled beer
T486,bottled water
T486,bottled beer
T486,napkins
T487,meat
T487,other vegetables
T487,hard cheese
T487,frozen meals
T487,bottled water
T487,soda
T488,dessert
T488,candy
T489,other vegetables
T489,packaged fruit
T489,vegetables
T489,UHT-milk
T489,bottled water
T490,beverages
T490,rolls
T490,buns
T490,soda
T491,ham
T491,mustard
T491,canned fish
T492,specialty bar
T493,brown bread
T493,soda
T493,salty snack
T493,shopping bags
T494,whole milk
T494,cream cheese 
T494,coffee
T495,rolls
T495,buns
T495,pastry
T495,red
T495,blush wine
T496,bottled beer
T496,nut snack
T497,pet care
T497,bottled beer
T498,citrus fruit
T498,other vegetables
T498,soda
T499,pork
T499,other vegetables
T499,frozen vegetables
T499,hygiene articles
T500,other vegetables
T500,shopping bags
T501,white wine
T501,detergent
T502,whole milk
T502,dessert
T502,bottled water
T503,pip fruit
T503,white wine
T503,shopping bags
T504,sugar
T504,soda
T504,bottled beer
T505,tropical fruit
T505,pip fruit
T505,rolls
T505,buns
T505,coffee
T505,fruit
T505,vegetable juice
T505,candy
T506,root vegetables
T506,cream cheese 
T506,spread cheese
T506,frozen dessert
T506,white bread
T506,bottled water
T506,soda
T506,misc. beverages
T506,fruit
T506,vegetable juice
T506,bottled beer
T507,soda
T507,misc. beverages
T508,whole milk
T508,curd
T509,tropical fruit
T509,other vegetables
T509,yogurt
T509,bottled water
T509,male cosmetics
T510,white bread
T510,brown bread
T511,brown bread
T511,sugar
T511,hygiene articles
T512,tropical fruit
T512,root vegetables
T512,coffee
T512,bottled water
T512,red
T512,blush wine
T512,candy
T512,house keeping products
T512,shopping bags
T513,domestic eggs
T514,coffee
T514,detergent
T514,hygiene articles
T514,photo
T514,film
T515,soda
T516,whole milk
T517,bottled beer
T518,pork
T518,beef
T518,berries
T518,packaged fruit
T518,vegetables
T518,whole milk
T518,mayonnaise
T518,frozen fish
T518,frozen potato products
T518,oil
T518,mustard
T518,cat food
T518,coffee
T518,soda
T518,chocolate
T518,dish cleaner
T518,napkins
T518,newspapers
T519,other vegetables
T519,yogurt
T520,yogurt
T520,bottled water
T520,dishes
T521,sparkling wine
T522,bottled water
T522,candy
T523,citrus fruit
T523,berries
T523,other vegetables
T523,butter milk
T523,sugar
T523,fruit
T523,vegetable juice
T523,hygiene articles
T524,hamburger meat
T524,root vegetables
T524,other vegetables
T524,whole milk
T524,rolls
T524,buns
T525,packaged fruit
T525,vegetables
T525,seasonal products
T526,other vegetables
T526,margarine
T527,soda
T528,whole milk
T528,yogurt
T528,frozen potato products
T528,margarine
T528,bottled water
T528,fruit
T528,vegetable juice
T528,salty snack
T529,herbs
T529,yogurt
T530,citrus fruit
T530,spread cheese
T530,rolls
T530,buns
T530,soda
T531,misc. beverages
T532,female sanitary products
T533,soda
T534,tropical fruit
T534,whole milk
T534,beverages
T534,white bread
T534,pasta
T534,shopping bags
T535,soda
T535,female sanitary products
T536,white bread
T536,bottled water
T536,soda
T536,waffles
T537,coffee
T537,chewing gum
T537,chocolate marshmallow
T538,tropical fruit
T538,root vegetables
T538,whole milk
T538,frozen vegetables
T538,honey
T538,baking powder
T538,coffee
T538,red
T538,blush wine
T538,chocolate marshmallow
T539,pork
T539,pip fruit
T539,whole milk
T539,butter milk
T540,citrus fruit
T540,bottled water
T541,frankfurter
T542,frankfurter
T542,rolls
T542,buns
T543,frankfurter
T543,tropical fruit
T543,pip fruit
T543,curd
T543,UHT-milk
T543,hard cheese
T543,domestic eggs
T543,rolls
T543,buns
T543,hygiene articles
T543,napkins
T543,shopping bags
T544,other vegetables
T545,yogurt
T545,fruit
T545,vegetable juice
T545,newspapers
T546,sausage
T546,whole milk
T546,yogurt
T546,brown bread
T546,cereals
T546,bottled water
T546,soda
T547,whole milk
T548,pip fruit
T548,whole milk
T548,curd
T548,pastry
T548,bottled water
T549,whole milk
T550,root vegetables
T550,other vegetables
T551,onions
T551,fruit
T551,vegetable juice
T552,specialty chocolate
T553,hamburger meat
T553,domestic eggs
T554,photo
T554,film
T555,rolls
T555,buns
T555,soda
T555,snack products
T555,newspapers
T556,canned beer
T557,canned beer
T558,other vegetables
T558,curd
T558,frozen meals
T558,frozen potato products
T558,soda
T558,bottled beer
T558,kitchen towels
T558,candles
T559,canned beer
T560,curd
T560,whipped
T560,sour cream
T560,rolls
T560,buns
T560,zwieback
T560,spices
T561,butter
T561,fruit
T561,vegetable juice
T561,newspapers
T562,other vegetables
T562,whole milk
T562,yogurt
T562,domestic eggs
T562,bottled water
T562,soda
T563,whole milk
T564,beef
T564,tropical fruit
T564,herbs
T564,whole milk
T564,curd
T564,yogurt
T564,whipped
T564,sour cream
T564,sliced cheese
T565,sausage
T565,rolls
T565,buns
T566,soda
T567,fruit
T567,vegetable juice
T567,long life bakery product
T568,rolls
T568,buns
T568,coffee
T568,long life bakery product
T568,detergent
T568,shopping bags
T569,pip fruit
T569,whole milk
T569,bottled water
T569,candy
T570,frozen vegetables
T570,bottled beer
T570,liquor (appetizer)
T570,chewing gum
T570,napkins
T570,newspapers
T571,beverages
T572,hamburger meat
T572,root vegetables
T572,other vegetables
T572,domestic eggs
T572,roll products 
T572,oil
T572,margarine
T572,hygiene articles
T573,root vegetables
T573,other vegetables
T573,whole milk
T573,yogurt
T573,fruit
T573,vegetable juice
T573,white wine
T574,canned beer
T575,frozen vegetables
T575,bottled beer
T576,canned beer
T577,newspapers
T578,rolls
T578,buns
T579,hamburger meat
T579,UHT-milk
T579,salty snack
T580,pip fruit
T580,whole milk
T580,curd
T580,rum
T581,canned beer
T582,grapes
T582,root vegetables
T582,frozen vegetables
T582,domestic eggs
T582,white wine
T583,root vegetables
T583,packaged fruit
T583,vegetables
T583,butter
T583,whipped
T583,sour cream
T583,rolls
T583,buns
T584,citrus fruit
T584,frozen vegetables
T584,rolls
T584,buns
T584,canned beer
T584,salty snack
T585,cling film
T585,bags
T585,pot plants
T586,frankfurter
T586,whole milk
T586,rolls
T586,buns
T586,margarine
T586,baking powder
T586,bottled beer
T587,whole milk
T587,red
T587,blush wine
T588,pork
T588,tropical fruit
T588,whole milk
T588,curd
T588,yogurt
T588,hard cheese
T588,frozen meals
T588,frozen dessert
T588,domestic eggs
T588,cereals
T588,baking powder
T588,fruit
T588,vegetable juice
T588,soap
T589,chicken
T589,pastry
T590,sausage
T590,dish cleaner
T590,dishes
T591,specialty bar
T592,whipped
T592,sour cream
T592,pastry
T592,specialty bar
T593,root vegetables
T593,brown bread
T594,rolls
T594,buns
T594,soda
T595,other vegetables
T595,bottled beer
T595,red
T595,blush wine
T596,citrus fruit
T596,tropical fruit
T596,berries
T596,root vegetables
T596,other vegetables
T596,whole milk
T596,butter
T596,bottled water
T596,rubbing alcohol
T596,hygiene articles
T596,napkins
T597,whole milk
T597,processed cheese
T597,brown bread
T597,pastry
T597,soda
T598,frankfurter
T598,sausage
T598,tropical fruit
T598,root vegetables
T598,whole milk
T598,yogurt
T598,rolls
T598,buns
T598,pastry
T598,candy
T599,coffee
T599,long life bakery product
T600,ham
T600,rolls
T600,buns
T600,white wine
T601,canned beer
T602,canned beer
T603,canned beer
T604,pip fruit
T604,whole milk
T604,canned fish
T605,pork
T605,pip fruit
T605,other vegetables
T605,whole milk
T605,curd
T605,white bread
T605,sugar
T605,bottled water
T605,soda
T606,soap
T607,pip fruit
T607,butter
T607,frozen meals
T607,pasta
T607,bottled water
T608,beef
T608,hamburger meat
T608,citrus fruit
T608,whole milk
T608,mustard
T608,soap
T609,sausage
T609,meat
T609,other vegetables
T609,whole milk
T609,yogurt
T609,rolls
T609,buns
T609,soda
T609,bottled beer
T609,chocolate
T609,newspapers
T610,frozen chicken
T611,soda
T612,tropical fruit
T612,curd
T612,yogurt
T612,rolls
T612,buns
T612,brown bread
T612,bottled water
T612,bottled beer
T612,seasonal products
T613,other vegetables
T614,beef
T614,citrus fruit
T614,curd
T614,rolls
T614,buns
T614,oil
T614,margarine
T614,specialty bar
T614,detergent
T614,newspapers
T615,meat
T615,pork
T615,beef
T615,citrus fruit
T615,root vegetables
T615,other vegetables
T615,whole milk
T615,pickled vegetables
T616,meat
T616,hamburger meat
T616,root vegetables
T616,packaged fruit
T616,vegetables
T616,whole milk
T616,butter
T616,newspapers
T617,bottled water
T617,soda
T617,red
T617,blush wine
T617,long life bakery product
T617,newspapers
T618,rolls
T618,buns
T619,pastry
T619,canned beer
T620,pork
T620,whole milk
T620,pastry
T620,sauces
T621,pip fruit
T621,sliced cheese
T621,pastry
T621,white wine
T621,light bulbs
T621,newspapers
T622,beef
T622,citrus fruit
T622,tropical fruit
T622,yogurt
T622,UHT-milk
T622,frozen vegetables
T622,rolls
T622,buns
T622,bottled water
T622,skin care
T623,beef
T623,citrus fruit
T623,berries
T623,brown bread
T623,sugar
T623,coffee
T623,kitchen towels
T624,rolls
T624,buns
T624,spices
T625,citrus fruit
T625,tropical fruit
T625,herbs
T625,whole milk
T625,butter
T625,curd
T625,whipped
T625,sour cream
T625,frozen vegetables
T625,canned vegetables
T625,misc. beverages
T626,meat
T626,beef
T626,herbs
T626,whole milk
T626,frozen dessert
T626,rolls
T626,buns
T626,semi-finished bread
T626,flour
T626,oil
T626,coffee
T626,pot plants
T627,beverages
T627,pastry
T627,bottled water
T628,beef
T628,citrus fruit
T628,other vegetables
T628,rolls
T628,buns
T629,ham
T629,whole milk
T629,white bread
T629,margarine
T629,hair spray
T630,hamburger meat
T630,whole milk
T630,oil
T630,ketchup
T630,soups
T630,Instant food products
T630,canned fish
T630,coffee
T630,bottled beer
T630,hygiene articles
T630,newspapers
T631,beef
T631,citrus fruit
T631,other vegetables
T631,butter milk
T631,sliced cheese
T631,processed cheese
T631,rolls
T631,buns
T631,margarine
T631,bottled water
T631,fruit
T631,vegetable juice
T632,beef
T632,citrus fruit
T632,whole milk
T632,domestic eggs
T632,rolls
T632,buns
T632,pastry
T632,roll products 
T632,tea
T632,fruit
T632,vegetable juice
T633,root vegetables
T633,whole milk
T633,detergent
T634,citrus fruit
T634,tropical fruit
T634,grapes
T634,other vegetables
T634,frozen vegetables
T634,pickled vegetables
T634,fruit
T634,vegetable juice
T634,liquor
T634,rum
T634,liquor (appetizer)
T634,candy
T634,cling film
T634,bags
T635,yogurt
T635,bottled water
T636,tropical fruit
T636,root vegetables
T636,other vegetables
